variable,count
upward_sea_water_velocity_cm_time_maximum_7674advs_cal,2
upward_sea_water_velocity_cm_time_maximum_7752advs_cal,2
upward_sea_water_velocity_cm_time_maximum_7752advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_7752advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_7776advs_cal,2
upward_sea_water_velocity_cm_time_maximum_7864advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8164adv_1s_cal,2
upward_sea_water_velocity_cm_time_maximum_8164adv_1s_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8164adv_1s_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8164adv_2s_cal,2
upward_sea_water_velocity_cm_time_maximum_8164adv_2s_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8164adv_2s_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8424pcs_cal,1
upward_sea_water_velocity_cm_time_maximum_8425advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8425advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8425advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8426advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8426advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8426advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8444pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_8444pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8444pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8446advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8446advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8446advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8447advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8447advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8447advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8473pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_8473pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8473pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8474advs_cal,1
upward_sea_water_velocity_cm_time_maximum_8475advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8475advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_8475advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_8523advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8544pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_8545advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8545advs_calq,2
upward_sea_water_velocity_cm_time_maximum_8574pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_8575advs_cal,2
upward_sea_water_velocity_cm_time_maximum_8576advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9104pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_9105advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9106advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9203pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_9205advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9206advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9233pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_9233pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_9233pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_9235advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9235advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_9235advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_9236advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9236advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_9236advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_9882pcs_cal,2
upward_sea_water_velocity_cm_time_maximum_9885advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9916advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9916advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_9916advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_9917advs_cal,2
upward_sea_water_velocity_cm_time_maximum_9917advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_9917advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl107hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl107hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl107hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl107lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl115hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl115hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl115hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl115lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl115lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl115lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl117hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl117hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl117hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl127hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl127hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl127hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl127wvavec_s,1
upward_sea_water_velocity_cm_time_maximum_dl127wvavec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl127wvavec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl137hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl137hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl137hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl215lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl215lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl215lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl315hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl315hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl315hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl315lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl315lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl315lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl416lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl416lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl416lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl516hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl516hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl516hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl516lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl516lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl516lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl616lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl616lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl616lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl716hvdvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl716hvdvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl716hvdvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl816hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl816hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl816hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl816hvdvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl816hvdvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl816hvdvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl816hvevec_s,1
upward_sea_water_velocity_cm_time_maximum_dl816hvevec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl816hvevec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl916hvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl916hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl916hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_dl916lvbvec_s,1
upward_sea_water_velocity_cm_time_maximum_dl916lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_dl916lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_maximum_pri17hwp02vec_s,1
upward_sea_water_velocity_cm_time_maximum_pri17hwp02vec_s_qc_agg,1
upward_sea_water_velocity_cm_time_maximum_pri17hwp02vec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10109advs_cal,2
upward_sea_water_velocity_cm_time_minimum_10109advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10109advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_101111vecs_a,2
upward_sea_water_velocity_cm_time_minimum_101111vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_101111vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_101112vecs_a,2
upward_sea_water_velocity_cm_time_minimum_101112vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_101112vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10132vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10321vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10322vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10331vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10331vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10331vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10332vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10332vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10332vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10358advs_cal,2
upward_sea_water_velocity_cm_time_minimum_10358advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10358advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10359advs_cal,2
upward_sea_water_velocity_cm_time_minimum_10359advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10359advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_103611vecs_a,2
upward_sea_water_velocity_cm_time_minimum_103612vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10371vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10381vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10381vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10381vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10382vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10382vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10382vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10577vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10578vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10581vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10581vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10581vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_10582vecs_a,2
upward_sea_water_velocity_cm_time_minimum_10582vecs_a_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_10582vecs_a_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_11108vecs_q,1
upward_sea_water_velocity_cm_time_minimum_11109vecs_a,1
upward_sea_water_velocity_cm_time_minimum_11127vecs_a,1
upward_sea_water_velocity_cm_time_minimum_11128vecs_a,1
upward_sea_water_velocity_cm_time_minimum_7173advas_cal,2
upward_sea_water_velocity_cm_time_minimum_7173advbs_calq,1
upward_sea_water_velocity_cm_time_minimum_7173advs_calq,2
upward_sea_water_velocity_cm_time_minimum_7261advs_a,2
upward_sea_water_velocity_cm_time_minimum_7262advs_a,2
upward_sea_water_velocity_cm_time_minimum_7281advs_a,2
upward_sea_water_velocity_cm_time_minimum_7282advs_a,2
upward_sea_water_velocity_cm_time_minimum_7461advs_a,2
upward_sea_water_velocity_cm_time_minimum_7462advs_a,2
upward_sea_water_velocity_cm_time_minimum_7481advs_a,2
upward_sea_water_velocity_cm_time_minimum_7482advs_a,2
upward_sea_water_velocity_cm_time_minimum_7674advs_cal,2
upward_sea_water_velocity_cm_time_minimum_7752advs_cal,2
upward_sea_water_velocity_cm_time_minimum_7752advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_7752advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_7776advs_cal,2
upward_sea_water_velocity_cm_time_minimum_7864advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8164adv_1s_cal,2
upward_sea_water_velocity_cm_time_minimum_8164adv_1s_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8164adv_1s_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8164adv_2s_cal,2
upward_sea_water_velocity_cm_time_minimum_8164adv_2s_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8164adv_2s_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8424pcs_cal,1
upward_sea_water_velocity_cm_time_minimum_8425advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8425advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8425advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8426advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8426advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8426advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8444pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_8444pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8444pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8446advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8446advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8446advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8447advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8447advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8447advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8473pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_8473pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8473pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8474advs_cal,1
upward_sea_water_velocity_cm_time_minimum_8475advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8475advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_8475advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_8523advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8544pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_8545advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8545advs_calq,2
upward_sea_water_velocity_cm_time_minimum_8574pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_8575advs_cal,2
upward_sea_water_velocity_cm_time_minimum_8576advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9104pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_9105advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9106advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9203pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_9205advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9206advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9233pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_9233pcs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_9233pcs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_9235advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9235advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_9235advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_9236advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9236advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_9236advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_9882pcs_cal,2
upward_sea_water_velocity_cm_time_minimum_9885advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9916advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9916advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_9916advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_9917advs_cal,2
upward_sea_water_velocity_cm_time_minimum_9917advs_cal_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_9917advs_cal_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl107hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl107hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl107hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl107lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl115hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl115hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl115hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl115lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl115lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl115lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl117hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl117hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl117hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl127hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl127hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl127hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl127wvavec_s,1
upward_sea_water_velocity_cm_time_minimum_dl127wvavec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl127wvavec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl137hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl137hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl137hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl215lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl215lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl215lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl315hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl315hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl315hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl315lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl315lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl315lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl416lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl416lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl416lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl516hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl516hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl516hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl516lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl516lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl516lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl616lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl616lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl616lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl716hvdvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl716hvdvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl716hvdvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl816hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl816hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl816hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl816hvdvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl816hvdvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl816hvdvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl816hvevec_s,1
upward_sea_water_velocity_cm_time_minimum_dl816hvevec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl816hvevec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl916hvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl916hvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl916hvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_dl916lvbvec_s,1
upward_sea_water_velocity_cm_time_minimum_dl916lvbvec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_dl916lvbvec_s_qc_tests,1
upward_sea_water_velocity_cm_time_minimum_pri17hwp02vec_s,1
upward_sea_water_velocity_cm_time_minimum_pri17hwp02vec_s_qc_agg,1
upward_sea_water_velocity_cm_time_minimum_pri17hwp02vec_s_qc_tests,1
upward_sea_water_velocity_cm_time_standard_deviation_10109advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_101111vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_101112vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10132vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10321vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10322vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10331vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10332vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10358advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_10359advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_103611vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_103612vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10371vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10381vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10382vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10577vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10578vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10581vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_10582vecs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7173advas_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_7173advbs_calq,1
upward_sea_water_velocity_cm_time_standard_deviation_7173advs_calq,1
upward_sea_water_velocity_cm_time_standard_deviation_7261advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7262advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7281advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7282advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7461advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7462advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7481advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7482advs_a,1
upward_sea_water_velocity_cm_time_standard_deviation_7674advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_7752advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_7776advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_7864advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8164adv_1s_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8164adv_2s_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8424pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8425advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8426advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8444pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8446advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8447advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8473pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8474advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8475advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8523advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8544pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8545advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8545advs_calq,1
upward_sea_water_velocity_cm_time_standard_deviation_8574pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8575advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_8576advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9104pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9105advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9106advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9203pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9205advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9206advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9233pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9235advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9236advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9882pcs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9885advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9916advs_cal,1
upward_sea_water_velocity_cm_time_standard_deviation_9917advs_cal,1
upward_sea_water_velocity_dl107hvbvec_s,1
upward_sea_water_velocity_dl107hvbvec_s_qc_agg,1
upward_sea_water_velocity_dl107hvbvec_s_qc_tests,1
upward_sea_water_velocity_dl107lvbvec_s,1
upward_sea_water_velocity_dl115hvbvec_s,1
upward_sea_water_velocity_dl115hvbvec_s_qc_agg,1
upward_sea_water_velocity_dl115hvbvec_s_qc_tests,1
upward_sea_water_velocity_dl115lvbvec_s,1
upward_sea_water_velocity_dl115lvbvec_s_qc_agg,1
upward_sea_water_velocity_dl115lvbvec_s_qc_tests,1
upward_sea_water_velocity_dl117hvbvec_s,1
upward_sea_water_velocity_dl117hvbvec_s_qc_agg,1
upward_sea_water_velocity_dl117hvbvec_s_qc_tests,1
upward_sea_water_velocity_dl127hvbvec_s,1
upward_sea_water_velocity_dl127hvbvec_s_qc_agg,1
upward_sea_water_velocity_dl127hvbvec_s_qc_tests,1
upward_sea_water_velocity_dl127wvavec_s,1
upward_sea_water_velocity_dl127wvavec_s_qc_agg,1
upward_sea_water_velocity_dl127wvavec_s_qc_tests,1
upward_sea_water_velocity_dl137hvbvec_s,1
upward_sea_water_velocity_dl137hvbvec_s_qc_agg,1
